conv_id	utterance_idx	context	prompt	translated_prompt	speaker_idx	utterance	translated_utterance	selfeval	tags			
hit:6370_conv:12740	3	joyful	I think my son will be able to start school early. I am excited	كنت أتمنى لو كنت نحيفة مثل عارضة الأزياء.	27	the school board. he might be able to start school early.	أنا أوافق	5|5|5_5|5|5				
hit:6370_conv:12740	4	joyful	I think my son will be able to start school early. I am excited	كنت أتمنى لو كنت نحيفة مثل عارضة الأزياء.	4	How long does the test take?	نعم. لقد مر أسبوع طويل. شعرت أنه لن يصل إلى هنا أبدًا.	5|5|5_5|5|5				
hit:6370_conv:12740	5	joyful	I think my son will be able to start school early. I am excited	كنت أتمنى لو كنت نحيفة مثل عارضة الأزياء.	27	2 hours and he is only 3	الآن بعد أن انتهت العطلة الصيفية ، سيكون كل أسبوع على هذا النحو بالنسبة لي	5|5|5_5|5|5				
hit:6372_conv:12744	1	joyful	It's finally Friday and I'm just so happy about that fact.	لست متأكدا من المدرسة الجديدة بناتي. ليس عليهم حتى ارتداء حقائب الظهر	332	It might sound simple_comma_ but I am just happy that it is finally Friday.	أنا حقا أكره مكتب بريدي	5|5|5_5|5|5				
hit:6372_conv:12744	2	joyful	It's finally Friday and I'm just so happy about that fact.	لست متأكدا من المدرسة الجديدة بناتي. ليس عليهم حتى ارتداء حقائب الظهر	27	i know right	ماذا فعلوا لكي تكرههم؟	5|5|5_5|5|5				
hit:6372_conv:12744	3	joyful	It's finally Friday and I'm just so happy about that fact.	لست متأكدا من المدرسة الجديدة بناتي. ليس عليهم حتى ارتداء حقائب الظهر	332	Yup. It's been a long week. Felt like it would never get here.	إنهم لا يقومون بالتوصيل في وقت لائق وكل شخص لديه مواقف رهيبة	5|5|5_5|5|5				
hit:6372_conv:12744	4	joyful	It's finally Friday and I'm just so happy about that fact.	لست متأكدا من المدرسة الجديدة بناتي. ليس عليهم حتى ارتداء حقائب الظهر	27	now that summer break is over_comma_ every week will be like that for me	هل سبق لك أن حاولت استخدام UPS؟	5|5|5_5|5|5				
hit:6380_conv:12760	1	joyful	I was so happy when my daughter got married.	قمت بجولة في مدرستي الثانوية القديمة كجزء من لم الشمل. لقد أعاد العديد من الذكريات ، معظمها ذكريات جيدة.	4	I was so happy when my daughter got married.	أشعر بالسوء لأنني سرقت سيارة أمي نهاية الأسبوع الماضي.	5|5|5_3|4|5				
hit:6380_conv:12760	2	joyful	I was so happy when my daughter got married.	قمت بجولة في مدرستي الثانوية القديمة كجزء من لم الشمل. لقد أعاد العديد من الذكريات ، معظمها ذكريات جيدة.	98	I have a daughter but she isn't married (yet). 	لماذا فعلت ذلك؟	5|5|5_3|4|5				
hit:6380_conv:12760	3	joyful	I was so happy when my daughter got married.	قمت بجولة في مدرستي الثانوية القديمة كجزء من لم الشمل. لقد أعاد العديد من الذكريات ، معظمها ذكريات جيدة.	4	She had a beautiful wedding. It was winter themed.	كنت بحاجة للخروج مع أصدقائي. لم يكن لي أي خيار آخر.	5|5|5_3|4|5				
hit:6380_conv:12760	4	joyful	I was so happy when my daughter got married.	قمت بجولة في مدرستي الثانوية القديمة كجزء من لم الشمل. لقد أعاد العديد من الذكريات ، معظمها ذكريات جيدة.	98	That's nice but I wonder if it was expensive.  My daughter is one of these millennials that opt for a live-in partner. 	أتمنى أن تكون قد استمتعت على الأقل.	5|5|5_3|4|5				
hit:6388_conv:12776	1	joyful	I am happy when my kids are happy and they are always happy	كلبي لديه كلاب فقط. انا سعيد جدا لرؤيتهم	27	My kids are always happy.	صدقني ، ربما تعرف بالفعل أنها ارتكبت الخطأ. فقط علمها ألا تفعل ذلك مرة أخرى.	5|5|5_5|5|5				
hit:6388_conv:12776	2	joyful	I am happy when my kids are happy and they are always happy	كلبي لديه كلاب فقط. انا سعيد جدا لرؤيتهم	178	wow_comma_ what makes them happy?	أنت تعلم أنه أمر مضحك ، كان أول موعد لي ذكرى سيئة ، لكن الآن نوع مضحك.	5|5|5_5|5|5				
hit:6388_conv:12776	3	joyful	I am happy when my kids are happy and they are always happy	كلبي لديه كلاب فقط. انا سعيد جدا لرؤيتهم	27	idk. I guess because they have no bills or real responsibilty lol	ما حدث في التاريخ	5|5|5_5|5|5				
hit:6388_conv:12776	4	joyful	I am happy when my kids are happy and they are always happy	كلبي لديه كلاب فقط. انا سعيد جدا لرؤيتهم	178	aha_comma_ let them have fun	لقد اصطحبت الفتاة إلى مباراة كرة قدم وكانت تغازل رجلًا آخر طوال الوقت.	5|5|5_5|5|5				
hit:6389_conv:12778	1	joyful	My dog just had puppies.  I am so happy to see them.	كنت سعيدًا جدًا عندما اكتشفت أن زوجتي حامل.	322	My dog just had puppies.	لعبة احترافية؟	5|5|5_5|5|5				
hit:6389_conv:12778	2	joyful	My dog just had puppies.  I am so happy to see them.	كنت سعيدًا جدًا عندما اكتشفت أن زوجتي حامل.	4	How many did the dog have?	المدرسة الثانوية.	5|5|5_5|5|5				
hit:6389_conv:12778	3	joyful	My dog just had puppies.  I am so happy to see them.	كنت سعيدًا جدًا عندما اكتشفت أن زوجتي حامل.	322	Six_comma_ I am so happy to see them.	أوه هذا لا شيء	5|5|5_5|5|5				
hit:6389_conv:12778	4	joyful	My dog just had puppies.  I am so happy to see them.	كنت سعيدًا جدًا عندما اكتشفت أن زوجتي حامل.	4	Are you going to keep all of them?	لقد وجدت فاتورة عشرين دولارًا على الأرض.	5|5|5_5|5|5				
hit:6389_conv:12779	1	joyful	I was so happy when I found out my wife was pregnant.	كذبت ابنة M بشأن تشغيل غسالة الصحون كما لم ألاحظ	4	I was so happy when I found out my wife was pregnant_comma_	هل احتفظت به أو حاولت العثور على المالك؟	5|5|5_5|5|5				
hit:6389_conv:12779	2	joyful	I was so happy when I found out my wife was pregnant.	كذبت ابنة M بشأن تشغيل غسالة الصحون كما لم ألاحظ	322	Oh congrats! When is the due date?	احتفظت به. لقد صدمت جدا للعثور عليه.	5|5|5_5|5|5				
hit:6389_conv:12779	3	joyful	I was so happy when I found out my wife was pregnant.	كذبت ابنة M بشأن تشغيل غسالة الصحون كما لم ألاحظ	4	The baby is due in January.	هل قضيته بعد؟	5|5|5_5|5|5				
hit:6389_conv:12779	4	joyful	I was so happy when I found out my wife was pregnant.	كذبت ابنة M بشأن تشغيل غسالة الصحون كما لم ألاحظ	322	That is coming up soon!	توفيت زوجتي ، لذلك أنا وحدي مرة أخرى.	5|5|5_5|5|5				
hit:6392_conv:12785	1	sad	I'm bummed that it is supposed to rain here all weekend.	أشعر بالضيق لأنه من المفترض أن تمطر هنا طوال عطلة نهاية الأسبوع.	332	I'm feeling a bit bummed out right now.	لقد وجدت دراجتي أمام متجر قبل أن أعرف حتى أنها سُرقت	4|4|5_5|5|5				
hit:6392_conv:12785	2	sad	I'm bummed that it is supposed to rain here all weekend.	كان شخص ما ينظر إلي من خلال نافذتي. كنت خائفة جدا عندما حدث ذلك.	4	What is making you feel bummed out?	هل استعدتها على الأقل؟	4|4|5_5|5|5				
hit:6392_conv:12785	3	sad	I'm bummed that it is supposed to rain here all weekend.	كان شخص ما ينظر إلي من خلال نافذتي. كنت خائفة جدا عندما حدث ذلك.	332	It is supposed to rain this weekend_comma_ so I won't be able to do anything outside really.	نعم! لقد سرقته على الفور.	4|4|5_5|5|5				
hit:6392_conv:12785	4	sad	I'm bummed that it is supposed to rain here all weekend.	كان شخص ما ينظر إلي من خلال نافذتي. كنت خائفة جدا عندما حدث ذلك.	4	Can you do anything fun inside?	هل كان عليك أن تقاتل أي شخص من أجل ذلك؟	4|4|5_5|5|5				
hit:6392_conv:12785	5	sad	I'm bummed that it is supposed to rain here all weekend.	كان شخص ما ينظر إلي من خلال نافذتي. كنت خائفة جدا عندما حدث ذلك.	332	Yes_comma_ I could play some Nintendo I suppose. That's probably what I'll end up doing.	صرحت بإجابة في الفصل مرة واحدة فقط لأكون مخطئًا.	4|4|5_5|5|5				
hit:6406_conv:12812	1	sad	I cry every time I think of my sister.	كان لدي فطريات القدم سيئة	4	I cry every time I think of my sister.	متى ستنظر؟	5|5|5_5|5|5				
hit:6406_conv:12812	2	sad	I cry every time I think of my sister.	كان لدي فطريات القدم سيئة	445	Why?? what happened to her!?	الآن بعد أن انتهيت من الحديث معك	5|5|5_5|5|5				
hit:6406_conv:12812	3	sad	I cry every time I think of my sister.	كان لدي فطريات القدم سيئة	4	She died in a car accident.	أتمنى أن تكون قد أبليت بلاء حسنا. كم عدد الفصول لديك؟	5|5|5_5|5|5				
hit:6406_conv:12812	4	sad	I cry every time I think of my sister.	كان لدي فطريات القدم سيئة	445	That is so terrible! was this recent? if you dont mind me asking	أتمنى لو لم تغادر أمي عندما كانت طفلة.	5|5|5_5|5|5				
hit:6462_conv:12924	1	joyful	I'm getting ready for the fire camp. I'm eagerly waiting for the fun and joy.	أختي غادرت للكلية.	43	I have a fire camp next week.	أوه ، هذا سيكون ممتعًا أنا متأكد! ما هو الجزء المفضل لديك من التخييم؟	5|5|5_5|5|5				
hit:6462_conv:12924	2	joyful	I'm getting ready for the fire camp. I'm eagerly waiting for the fun and joy.	أختي غادرت للكلية.	59	Nice_comma_ are you looking forward to it?	أحب غناء الأغاني والصيد معه. أتطلع إليها حقا!	5|5|5_5|5|5				
hit:6462_conv:12924	3	joyful	I'm getting ready for the fire camp. I'm eagerly waiting for the fun and joy.	أختي غادرت للكلية.	43	Yeah_comma_ eagerly waiting for the fun and joy.	هذا رائع! يجب أن تشعل النار وتحمص بعض أعشاب من الفصيلة الخبازية! كانت عائلتي تفعل ذلك دائمًا أثناء غناء الأغاني.	5|5|5_5|5|5				
hit:6462_conv:12924	4	joyful	I'm getting ready for the fire camp. I'm eagerly waiting for the fun and joy.	أختي غادرت للكلية.	59	Its always a good idea to enjoy the outdoors. So have fun!	لقد حصلت للتو على الوظيفة التي تقدمت لها منذ شهر مضى ، بل إنهم يضيفون مكافأة إلى راتبي	5|5|5_5|5|5				
hit:6462_conv:12925	1	sad	My sister left for college.	لم أكن لأعمل على وظيفة ما أردته	59	My sister just left for college and I miss her already.	يجب أن تكون قد أعجبت حقًا بالشركة التي تعمل بها. هل لديك أي خطط للمال؟	5|5|5_5|5|5				
hit:6462_conv:12925	2	sad	My sister left for college.	لم أكن لأعمل على وظيفة ما أردته	43	So sad.Make a call to her and speak.	حسنًا ، أعتقد أنني يجب أن أستثمر في الأسهم. لكنني لا أمانع الذهاب في إجازة العام المقبل أيضًا.	5|5|5_5|5|5				
hit:6462_conv:12925	3	sad	My sister left for college.	لم أكن لأعمل على وظيفة ما أردته	59	I will_comma_ I will probably FaceTime once she is settled in to her dorm.	أي من هذين الخيارين يبدو جيدًا. تمتع بقطف ثمار عملك!	5|5|5_5|5|5				
hit:6462_conv:12925	4	sad	My sister left for college.	لم أكن لأعمل على وظيفة ما أردته	43	It's good idea. Take care both of you!	في الواقع ، بدأ من القاع وكل موسيقى الجاز تلك.	5|5|5_5|5|5				
hit:6469_conv:12938	1	joyful	I had a great family holiday at disneyworld when I was twelve	قدم لي أحد زملائي في العمل هدية غير متوقعة. لقد كانت لفتة جميلة حقًا.	196	When I was 12 we went to DisneyWorld	ربما فقط بعض المراهقين بالملل. لا يزال ، يا لها من فوضى لتنظيف!	5|5|5_5|5|5				
hit:6469_conv:12938	2	joyful	I had a great family holiday at disneyworld when I was twelve	قدم لي أحد زملائي في العمل هدية غير متوقعة. لقد كانت لفتة جميلة حقًا.	117	A true American right of passage. How does the memory make you feel?	بالضبط ، أنا غاضب للغاية. آمل أن أمسك بهم إذا فعلوا ذلك مرة أخرى.	5|5|5_5|5|5				
hit:6469_conv:12938	3	joyful	I had a great family holiday at disneyworld when I was twelve	قدم لي أحد زملائي في العمل هدية غير متوقعة. لقد كانت لفتة جميلة حقًا.	196	It was amazing. Syuch a joyful experience. I'm not from America - I'm in the UK. So it was like anotehr world.	يبدو أنك ستحصل على حصة. حظا سعيدا!	5|5|5_5|5|5				
hit:6469_conv:12938	4	joyful	I had a great family holiday at disneyworld when I was twelve	قدم لي أحد زملائي في العمل هدية غير متوقعة. لقد كانت لفتة جميلة حقًا.	117	Cheers from across the pond! It truly is a magical place.	كنت أفتتح نتائج دراستي الشهر الماضي وكنت قلقًا حقًا لأنني لم أحقق نتائج جيدة. لقد عملت بجد وبذلت الكثير من الجهد.	5|5|5_5|5|5				
hit:6481_conv:12963	1	joyful	i am happy that its almost the weekend!	لا أستطيع الانتظار للأسبوع القادم!	238	im happy that its almost the weekend!	أخذ أصدقائي السيارة واضطررت للذهاب إلى المنزل بمفردي دون أن أتحدث مع أحد.	5|5|5_5|5|5				
hit:6481_conv:12963	2	joyful	i am happy that its almost the weekend!	لا أستطيع الانتظار للأسبوع القادم!	196	Me too. What are your plans?	أن ينتن.	5|5|5_5|5|5				
hit:6481_conv:12963	3	joyful	i am happy that its almost the weekend!	لا أستطيع الانتظار للأسبوع القادم!	238	to go clubbin	أوافق ، شعرت بالوحدة الشديدة وغير المرغوب فيها.	5|5|5_5|5|5				
hit:6481_conv:12963	4	joyful	i am happy that its almost the weekend!	لا أستطيع الانتظار للأسبوع القادم!	196	Cool. I might do that too	أستطيع أن أرى ذلك!	5|5|5_5|5|5				
hit:6486_conv:12972	1	joyful	i was happy to get the weekend off!	لقد درست كل المواد للامتحان.	238	i was happy to get the weekend off!	ليس صحيحا. أشعر بالخجل من نفسي	5|5|5_5|5|5				
hit:6486_conv:12972	2	joyful	i was happy to get the weekend off!	لقد درست كل المواد للامتحان.	178	you must have enjoyed yourself	لا بأس ، يجب أن تعامل نفسك بين الحين والآخر!	5|5|5_5|5|5				
hit:6486_conv:12972	3	joyful	i was happy to get the weekend off!	لقد درست كل المواد للامتحان.	238	yes it was nice	ابني غادر للتو للجامعة. أنا مشتاق إليه كثيرا!	5|5|5_5|5|5				
hit:6486_conv:12972	4	joyful	i was happy to get the weekend off!	لقد درست كل المواد للامتحان.	178	am happy you did	من الصعب. لكنك ستراه قريبًا وفي الوقت الحاضر هناك الكثير من الطرق للتواصل	5|5|5_5|5|5				
hit:6488_conv:12977	1	sad	My son just left for college.	تناول أحد زملائي في العمل غدائي الذي تركته في ثلاجة الشركة. لقد كنت منزعجًا ومحتارًا من سبب قيامهم بذلك.	59	My son just left for college. I miss him so much!	يجب أن يكون هناك الكثير من المرح. ربما سأجد صديقة جديدة هناك.	5|5|5_5|5|5				
hit:6488_conv:12977	2	sad	My son just left for college.	تناول أحد زملائي في العمل غدائي الذي تركته في ثلاجة الشركة. لقد كنت منزعجًا ومحتارًا من سبب قيامهم بذلك.	196	It's hard. But you will see him soon and nowadays tehre are lots of ways to communicate	أتمنى ذلك - حظ سعيد	5|5|5_5|5|5				
hit:6488_conv:12977	3	sad	My son just left for college.	تناول أحد زملائي في العمل غدائي الذي تركته في ثلاجة الشركة. لقد كنت منزعجًا ومحتارًا من سبب قيامهم بذلك.	59	I agree_comma_ I will probably FaceTime with him since I am so sad and want to see his face.	لدي موعد مع الطبيب غدًا وأنا خائفة قليلاً.	5|5|5_5|5|5				
hit:6488_conv:12977	4	sad	My son just left for college.	تناول أحد زملائي في العمل غدائي الذي تركته في ثلاجة الشركة. لقد كنت منزعجًا ومحتارًا من سبب قيامهم بذلك.	196	Soon you'll remember all the mess he made or food he ate and be a little bit glad :-)	ما الموعد ل	5|5|5_5|5|5				
hit:6493_conv:12987	1	sad	i was not happy when i couldnt get out of work on time	لقد اندهشت من مدى جمال سان سيباستيان	238	i was not happy when i couldnt get out of work on time	بعد ظهر أمس بينما كنت أسير إلى المنزل من العمل ، ركض فأر عملاق عبر طريقي. كان الأمر مقززًا لدرجة أنني كدت أتقيأ!	5|5|5_4|5|5				
hit:6493_conv:12987	2	sad	i was not happy when i couldnt get out of work on time	لقد اندهشت من مدى جمال سان سيباستيان	59	I would be too. What was the hold up for?	واو هذا مرعب ، ربما في المرة القادمة يجب عليك الاستثمار في مصائد الفئران	5|5|5_4|5|5				
hit:6493_conv:12987	3	sad	i was not happy when i couldnt get out of work on time	لقد اندهشت من مدى جمال سان سيباستيان	238	too much work to leave	حسنًا ، لقد كان بالخارج ، لست متأكدًا من مدى بقاء الفخاخ حولها حتى لو قمت بنصبها.	5|5|5_4|5|5				
hit:6493_conv:12987	4	sad	i was not happy when i couldnt get out of work on time	لقد اندهشت من مدى جمال سان سيباستيان	59	I see_comma_ you should try yoga to relieve the stress. 	مفهوم ، هذا أمر مؤسف للغاية ونأمل أن يختفوا من منزلك	5|5|5_4|5|5				
hit:6518_conv:13037	1	joyful	nephew being born	لم شمل مدرستي الثانوية في نهاية هذا الأسبوع ، لذا فأنا متحمس.	514	today was a great day. my nephew was born	واو - لقد كنت نفر ولكني أحب الذهاب.	5|5|5_5|5|5				
hit:6518_conv:13037	2	joyful	nephew being born	لم شمل مدرستي الثانوية في نهاية هذا الأسبوع ، لذا فأنا متحمس.	196	Congratulations! You must be very happy. Have you met him yet?	حسنًا ، يبدو أنه مكان يجب على الجميع التحقق منه!	5|5|5_5|5|5				
hit:6518_conv:13037	3	joyful	nephew being born	لم شمل مدرستي الثانوية في نهاية هذا الأسبوع ، لذا فأنا متحمس.	514	yes i have.he is perfect	بالتااكيد. ولا تمطر أبدًا في جنوب كاليفورنيا.	5|5|5_5|5|5				
hit:6518_conv:13037	4	joyful	nephew being born	لم شمل مدرستي الثانوية في نهاية هذا الأسبوع ، لذا فأنا متحمس.	196	Does he have a name?	نعم هذا صحيح مما سمعته. كانت هناك أمطار غزيرة حيث أنا في الأسابيع القليلة الماضية	5|5|5_5|5|5				
hit:6528_conv:13057	1	joyful	i was happy when i saw it was approved for the weekend off	حاليا ، لدي بعض المشاكل المالية.	238	i was happy when i saw i was approved off for the weekend	أوه ، واو! أنا آسف حقا أن نسمع أن. يجب أن يكون ذلك صادمًا. هل انفصلت الآن؟	5|5|5_5|5|5				
hit:6528_conv:13057	2	joyful	i was happy when i saw it was approved for the weekend off	حاليا ، لدي بعض المشاكل المالية.	217	Cool! That's great news. Do you have any fun plans?	نعم لدي. ما زلت مدمرًا لدرجة أنني كنت في الفراش طوال اليوم.	5|5|5_5|5|5				
hit:6528_conv:13057	3	joyful	i was happy when i saw it was approved for the weekend off	حاليا ، لدي بعض المشاكل المالية.	238	gonna go clubbin	أوه أستطيع أن أفهم الشعور. يجب أن تأخذ بعض الوقت لنفسك قبل أن تحاول القيام بأشياء أخرى.	5|5|5_5|5|5				
hit:6528_conv:13057	4	joyful	i was happy when i saw it was approved for the weekend off	حاليا ، لدي بعض المشاكل المالية.	217	Sounds like fun! I'd love to be able to do that. But I get to work all weekend.	لقد علقت في مؤتمر عمل خلال الأسبوعين الماضيين في جميع أنحاء البلاد من منزلي. لقد صدمتني صديقتي في نهاية الأسبوع الماضي بالطيران إلى هنا لقضاء بعض الوقت معي!	5|5|5_5|5|5				
hit:6548_conv:13096	1	sad	My girlfriend is going away this weekend to visit her family. I'm very upset that I won't have anyone to spend the weekend with!	حصلت على طرد عشوائي في البريد اليوم. اتضح أنها هدية عيد ميلاد متأخرة!	217	My girlfriend is going away this weekend to visit her family back home. I'm very upset about having to spend the weekend alone.	أوه لا! هذه طريقة رهيبة لبدء يومك. هل ما زلت تذهب إلى العمل؟	5|5|5_5|5|5				
hit:6548_conv:13096	2	sad	My girlfriend is going away this weekend to visit her family. I'm very upset that I won't have anyone to spend the weekend with!	حصلت على طرد عشوائي في البريد اليوم. اتضح أنها هدية عيد ميلاد متأخرة!	397	Oh no! and you can't go with her?	نعم فعلت لكني بدوت في حالة من الفوضى! قرف	5|5|5_5|5|5				
hit:6548_conv:13096	3	sad	My girlfriend is going away this weekend to visit her family. I'm very upset that I won't have anyone to spend the weekend with!	حصلت على طرد عشوائي في البريد اليوم. اتضح أنها هدية عيد ميلاد متأخرة!	217	Well I don't really get along with her family so it'd be a bad idea for me to go.	حسنًا ، على الأقل تمكنت من تحقيق ذلك خلال اليوم. ربما كنت قد ذهبت إلى المنزل للتو.	5|5|5_5|5|5				
hit:6548_conv:13096	4	sad	My girlfriend is going away this weekend to visit her family. I'm very upset that I won't have anyone to spend the weekend with!	حصلت على طرد عشوائي في البريد اليوم. اتضح أنها هدية عيد ميلاد متأخرة!	397	Oh ok well she'll be back before you know it!	سأقود نزهة في الطبيعة في نهاية هذا الأسبوع. أنا على دراية بالممر والمتنزه لذا أعتقد أنني سأقوم بعمل رائع!	5|5|5_5|5|5				
hit:6554_conv:13108	1	sad	My birthday was yesterday. I didn't get a single happy birthday message from anybody family or friends. That was really depressing.	كنت ألعب ألعاب الفيديو في طفولتي. تلعب ابنتي نفس اللعبة بإصدار محدث. إنها تذكرني بطفولتي.	217	My birthday was yesterday. Everybody seems to have forgotten about it though. I didn't get a single happy birthday from anyone family or friends. I thought it was really depressing.	أوه لا ، هل تخطط للحصول على واحد آخر؟	5|5|5_5|5|5				
hit:6554_conv:13108	2	sad	My birthday was yesterday. I didn't get a single happy birthday message from anybody family or friends. That was really depressing.	كنت ألعب ألعاب الفيديو في طفولتي. تلعب ابنتي نفس اللعبة بإصدار محدث. إنها تذكرني بطفولتي.	178	am sorry about that_comma_ you could have reminded them perharps	لست متأكدا. لقد كانت كبيرة في السن ، لقد أمضيتها لفترة طويلة.	5|5|5_5|5|5				
hit:6554_conv:13108	3	sad	My birthday was yesterday. I didn't get a single happy birthday message from anybody family or friends. That was really depressing.	كنت ألعب ألعاب الفيديو في طفولتي. تلعب ابنتي نفس اللعبة بإصدار محدث. إنها تذكرني بطفولتي.	217	I guess that was an option. I just figured they'd remember at some point.	أي نوع من السلالات كان	5|5|5_5|5|5				
hit:6554_conv:13108	4	sad	My birthday was yesterday. I didn't get a single happy birthday message from anybody family or friends. That was really depressing.	كنت ألعب ألعاب الفيديو في طفولتي. تلعب ابنتي نفس اللعبة بإصدار محدث. إنها تذكرني بطفولتي.	178	yah_comma_ next time remind them earlier so you dont feel disturbed	أجد نعمة أن أستيقظ كل يوم وأن أعيش حياتي.	5|5|5_5|5|5				
hit:6568_conv:13136	1	sad	I had a watch my grandfather had given me when I was a kid_comma_ but I seem to have misplaced it. I really liked that watch and I'm unhappy that I can't find it	لدي جار جديد ودود للغاية. يذهب أطفالي أحيانًا إلى منزلها للعب.	234	I had a watch my grandfather had given me when I was a kid_comma_ but I seem to have misplaced it	تقصد التعذيب؟	5|5|5_5|5|5				
hit:6568_conv:13136	2	sad	I had a watch my grandfather had given me when I was a kid_comma_ but I seem to have misplaced it. I really liked that watch and I'm unhappy that I can't find it	لدي جار جديد ودود للغاية. يذهب أطفالي أحيانًا إلى منزلها للعب.	288	Oh no! When I misplace things_comma_ I try to retrace my steps. Have you tried that?	أشعر بالالتزام الشديد بعملي. بغض النظر عن شعوري ، يجب أن أضغط عليه وأكمله.	5|5|5_5|5|5				
hit:6568_conv:13136	3	sad	I had a watch my grandfather had given me when I was a kid_comma_ but I seem to have misplaced it. I really liked that watch and I'm unhappy that I can't find it	لدي جار جديد ودود للغاية. يذهب أطفالي أحيانًا إلى منزلها للعب.	234	I did_comma_ but it seems to have vanished completely. It's quite strange...and I do wonder if my cat had something to do with it	كانت عادة جيدة أحبها	5|5|5_5|5|5				
hit:6568_conv:13136	4	sad	I had a watch my grandfather had given me when I was a kid_comma_ but I seem to have misplaced it. I really liked that watch and I'm unhappy that I can't find it	لدي جار جديد ودود للغاية. يذهب أطفالي أحيانًا إلى منزلها للعب.	288	Uh oh...I have a cat who likes to steal things too lol Try checking underneath the furniture.	نعم. لقد كان أسبوعًا صعبًا وقوة إرادتي قوية جدًا لاستمرار العمل من خلال كل هذا	5|5|5_5|5|5				
hit:6590_conv:13180	1	joyful	The day my first grandson was born was so happy for me. My heart swelled to look at the tiny person who was the newest member of our family. I was over the moon.	كان اليوم الذي ولد فيه حفيدي الأول سعيدًا جدًا بالنسبة لي. تضخم قلبي للنظر إلى الشخص الصغير الذي كان أحدث فرد في عائلتنا. كنت على سطح القمر.	570	The day my first grandson was born was a happy time!	لا. هذا هو أسوأ جزء. ظللت يتم نقلي ، ثم انقطع الاتصال. إنهم الأسوأ!	5|5|5_5|5|5				
hit:6590_conv:13180	2	joyful	The day my first grandson was born was so happy for me. My heart swelled to look at the tiny person who was the newest member of our family. I was over the moon.	انا ذاهب في اجازة الاسبوع المقبل. لا استطيع الانتظار. لقد كان إلى الأبد منذ أن حصلت على إجازة مناسبة.	297	Oh I bet. Was it your first grandchild?	ذلك فظيع. هذا بالتأكيد هو الأسوأ. ربما حان الوقت لتغيير الشركات.	5|5|5_5|5|5				
hit:6590_conv:13180	3	joyful	The day my first grandson was born was so happy for me. My heart swelled to look at the tiny person who was the newest member of our family. I was over the moon.	انا ذاهب في اجازة الاسبوع المقبل. لا استطيع الانتظار. لقد كان إلى الأبد منذ أن حصلت على إجازة مناسبة.	570	Yes_comma_ my first one! And he was beautiful_comma_ of course. lol	فقدت مفاتيحي على الشاطئ ، واضطررت لدفع حزمة لاستبدالها	5|5|5_5|5|5				
hit:6590_conv:13180	4	joyful	The day my first grandson was born was so happy for me. My heart swelled to look at the tiny person who was the newest member of our family. I was over the moon.	انا ذاهب في اجازة الاسبوع المقبل. لا استطيع الانتظار. لقد كان إلى الأبد منذ أن حصلت على إجازة مناسبة.	297	What a great day that must have been for you.	أنا آسف بشأن ذلك. أي نوع من المفاتيح؟	5|5|5_5|5|5				
hit:6590_conv:13180	5	joyful	The day my first grandson was born was so happy for me. My heart swelled to look at the tiny person who was the newest member of our family. I was over the moon.	انا ذاهب في اجازة الاسبوع المقبل. لا استطيع الانتظار. لقد كان إلى الأبد منذ أن حصلت على إجازة مناسبة.	570	I was over the moon_comma_ for sure. We celebrated with Dom Perignon.	مفاتيح سيارتي ، كان لديهم تلك المفاتيح الفاخرة المرفقة بها	5|5|5_5|5|5				
hit:6604_conv:13208	1	sad	My cat passed away last weekend. It has been a rough week for me.	جاء صديق لي من خارج المدينة في حفلة لي. لقد صدمت.	297	My 12 year old cat passed away last weekend.	مات كلبي هذا الأسبوع. أنا منزعج حقًا حيال ذلك.	5|5|5_5|5|5				
hit:6604_conv:13208	2	sad	My cat passed away last weekend. It has been a rough week for me.	جاء صديق لي من خارج المدينة في حفلة لي. لقد صدمت.	475	I'm sorry to hear that. Have you had your cat a long time?	أنا آسف جدا عن ذلك. كيف حالك رافعين؟	5|5|5_5|5|5				
hit:6604_conv:13208	3	sad	My cat passed away last weekend. It has been a rough week for me.	جاء صديق لي من خارج المدينة في حفلة لي. لقد صدمت.	297	Yea I got her when she was a kitten 12 years ago. It has been a rough week for me.	أنا حزين حقًا. لقد كان معي منذ أن كنت صغيرًا. اشتقت له بالفعل.	5|5|5_5|5|5				
hit:6604_conv:13208	4	sad	My cat passed away last weekend. It has been a rough week for me.	جاء صديق لي من خارج المدينة في حفلة لي. لقد صدمت.	475	I bet it has. They become a part of the family and it can be hard to let go	أراهن أن هذا صعب. سأكون بنفس الطريقة إذا مات كلبي.	5|5|5_5|5|5				
hit:6607_conv:13214	1	sad	My dog died. I loved him_comma_ and I miss him.	أطلقت الريح بصوت عالٍ في جي سي بيني في نهاية الأسبوع الماضي وسمعني أمين الصندوق ، واعتقد أنها ليست هناك	422	My dog died this week. I'm really upset about it.	لقد تطوعت في مشروع كبير في العمل.	5|5|5_4|4|4				
hit:6607_conv:13214	2	sad	My dog died. I loved him_comma_ and I miss him.	أطلقت الريح بصوت عالٍ في جي سي بيني في نهاية الأسبوع الماضي وسمعني أمين الصندوق ، واعتقد أنها ليست هناك	317	I am so sorry about that. How are you holding up?	كيف أن يذهب؟	5|5|5_4|4|4				
